company_name_id;company_name;url;year_founded;city;state;country;zip_code;full_time_employees;Employees Mean;Employees STD;Employees;Office Size (m2);Mean sqm per worker;STD sqp per worker;Sqm per worker;company_type;company_category;revenue_source;business_model;social_impact;description;description_short;source_count;data_types;example_uses;data_impacts;financial_info;last_updated
science-exchange;Science Exchange;scienceexchange.com;2011;Palo Alto;CA;us;94301;11-50;30.5;6.5;37;645.56;24.86;4.42;17.447517;Private;Scientific Research;User fees for web or mobile access;Business to Business, academia;;Seabourne makes it possible to use information stored in a range of different databases and technologies to gain new insights, get new value from legacy data systems, improve decision making and power new products.;Seabourne makes it possible to use information to gain new insights, get new value from legacy data systems, improve decision making and power new products.;101+;;;[];;14:24.0
seabourne;Seabourne;www.seabourneinc.com;2010;Washington DC;DC;us;20009;201-500;350.5;49.8;359;4303.57;12.55;0.62;11.987657;Private;Data/Technology;not reported by company;Business to Business, Business to Government;;SeeClickFix is a communications platform for residents to report non-emergency issues, and governments to track, manage, and reply. We aim to improve communities through transparency, collaboration, and cooperation. They say all politics is local. While we're not political, we do believe that the changes that have a real impact on our daily lives occur at the block, neighborhood, or city level. It's our goal to provide the best tools for residents and governments to communicate;;;;;;;
seeclickfix;SeeClickFix;en.seeclickfix.com;2008;New Haven;CT;us;6510;11-50;30.5;6.5;26;950.95;35.77;4.34;36.575015;Private;Governance;Advertising, Software licensing;Business to Consumer, Business to Government;;SigFig provides an easy way to manage and improve your investments. We track individuals' financial assets and provides detailed visualizations of their investments and recommendations on how to manage them.;;;;;;;
sigfig;SigFig;https://www.sigfig.com/;2008;San Francisco;CA;us;94103;11-50;30.5;6.5;35;676.84;16.49;2.09;19.338161;Private;Finance & Investment;Not reported by company;Business to Business;;Simple Energy leverages energy data analytics, individualized messaging, and leading behavioral science to motivate customers to take the actions their utilities value most. We interact with customers in real-time across the platforms people use most email, web, mobile, social, and print, to build a more dynamic relationship between utilities and their customers.;Simple Energy leverages energy data analytics, individualized messaging, and leading behavioral science to motivate customers to take the actions their utilities value most.;NA;;;[];;55:44.4
simple-energy;Simple Energy;http://simpleenergy.com;2010;Boulder;CO;us;80302;11-50;30.5;6.5;27;420.97;15.55;0.55;15.591458;Private;Energy;Software licensing;Business to Business;;SimpleTuition helps more than 10 million students a year afford higher education. The company provides tips, advice, interactive tools that ensure students plan better for college costs, pay less for college-related expenses, and be smarter about how they manage and pay back their student loans. In addition to SimpleTuition.com, the company manages ValoreBooks, SmarterBucks Rewards, and SmarterBank.;The goal of SimpleTuition is to make it easier for students and their families to afford a higher education.;NA;Education;;[];Named Best Financial Services Site by Kiplinger's, SimpleTuition is headquartered in Boston, Mass., and is funded by Atlas Venture, Flybridge Capital Partners, and North Hill Ventures.;01:54.9
simpletuition;SimpleTuition;http://www.simpletuition.com/;2006;Boston;MA;us;2210;11-50;30.5;6.5;32;567.05;19.05;0.93;17.720207;Private;Education;Not reported by company;Business to Consumer;;SlashDB instantly transforms traditional databases into online resources. Use it internally for data integration or as a backend for web and mobile applications.;;;;;;;
slashdb;SlashDB;http://www.slashdb.com/;2010;Jersey City;NJ;us;7305;01-10;5.5;1.5;7;90.13;12.55;0.62;12.876086;Private;Data/Technology;Consulting, Data analysis for clients, Database licensing, Software licensing;Business to Business, Business to Government;;Smart Utility Systems is a global provider of innovative products and services for the Energy and Utility sector. We bring deep experience and knowledge of Smart Grid, Smart Metering / AMI, Energy Efficiency, Energy Management and Demand Response solutions that will maximize your investment in AMI. Partnering with clients (Energy and Utilities) we help transform their business processes and systems to meet the demands of tomorrow.;Smart Utility Systems focusses on products, solutions and services that accelerate return on smart grid investments for the energy and utility sector.;NA;Weather;;[];;50:05.2
smart-utility-systems;Smart Utility Systems;http://smartusys.com/;2009;Chino Hills;CA;us;91709;201-500;350.5;49.8;287;4573.84;15.55;0.55;15.936737;Private;Energy;Not reported by company;Business to Business;;smartasset.com is a free web app that dramatically improves your ability to understand and make significant personal wealth and risk management decisions (home purchase, further education, family and retirement planning, asset allocation etc). At the heart of our service is a decision engine and optimization tool that measures the efficacy of different strategies, quantifies the true cost of financing alternatives and recommends specific financial products based on their suitability and cost.;SmartAsset provides actionable, objective and easy-to-understand financial analytics and advice to consumers.;NA;;;[];We are a venture backed, Y-Combinator company. We currently have 2.4 million dollars in funding, and 8 full time employees.;02:28.8
smartasset;SmartAsset;smartasset.com;2010;New York City;NY;us;10005;01-10;5.5;1.5;7;128.7;16.49;2.09;18.385321;Private;Finance & Investment;Advertising, Lead generation to other businesses, Subscriptions;Business to Consumer;;SmartProcure is a provider of a government purchase history database. Our SaaS provides instant access to every field within any purchase order in our database of 60 million purchase orders at the local, state, and federal level. Government agencies use our system to find the best value for a product, connect to other government agencies, and conduct their own spend analytics. This is offered to government agencies at no cost. Government contractors can use the system (for an annual fee) to locate potential government clients and conduct market research.;SmartProcure improves government procurement by connecting government agencies to contractors with a database of government purchase data.;NA;;;[];You can view our CrunchBase profile at http://www.crunchbase.com/company/smartprocure. We've been experiencing 5-10% growth each month since we began.;36:43.7
smartprocure;SmartProcure;http://smartprocure.us/;2011;Deerfield Beach;FL;us;33441;11-50;30.5;6.5;34;1223.16;35.77;4.34;35.975225;Private;Governance;Subscriptions;Business to Business;;Smartronix, Inc. is an information technology and engineering solutions provide with core offerings focused around NetOps, Cyber Security, Cloud Computing, Enterprise Software, Health IT, and Mission-Focused Engineering. Connecting and securing disparate networks, battling cyber warfare attacks, enabling open government, green IT, and cloud computing initiatives, engineering irregular warfare solutions, and providing vital health care data systems at the time of need are a few of the ways we assist our customers mission each day.;Smartronix is an information technology and engineering solutions provider with core offerings focused around NetOps, Cyber Security, Cloud Computing, Enterprise Software and Health IT.;101+;;;[];;16:04.7
smartronix;Smartronix;http://smartronix.com/;1995;Hollywood;MD;us;20636;501-1,000;750.5;83.2;834;10096.3;12.55;0.62;12.105871;Private;Data/Technology;Not reported by company;;;SnapSense provides SnapSense Dashboards: online products for communities to track data for real time intuitive decision-making. Our two main products include the Economic Dashboard and the Community Dashboard.;SnapSense Dashboards are online products for communities to track data for real time intuitive decision-making.;NA;;;[];;02:52.9
snapsense;SnapSense;www.snapsense.co;2011;Chicago;IL;us;60654;01-10;5.5;1.5;5;152.25;24.86;4.42;30.450271;Private;Research & Consulting;not reported by company;Business to Government, nonprofit;;Social Explorer is an easy-to-use demographics website, a web-based application that creates fast, intuitive, and visually appealing maps and reports. With Social Explorer, anyone with an Internet connection can access and work with census data.<p>;;;;;;;
social-explorer;Social Explorer;http://www.socialexplorer.com/;2007;New York;NY;us;10708;11-50;30.5;6.5;29;379.97;12.55;0.62;13.102537;Private;Data/Technology;Software licensing, Subscriptions, partnerships;Business to Business, Business to Consumer;;Social Health Insights LLC was formed in May 2012,  born in response to the NowTrending2012 application challenge. Our team came together with a common mission to build an application that would positively impact public health surveillance. We strive to build social analytic platforms which positively impact global health, further innovation and research and will enhance population health awareness of disease and illness trends.;Social Health Insights is building platforms that positively impact health.;11-50;;;[];We are bootstrapped (no outside investments) and cash-flow positive/profitable.;56:56.7
social-health-insights;Social Health Insights;http://socialhealthinsights.com/;2012;Fishers;IN;us;46038;01-10;5.5;1.5;5;87.57;19.05;0.93;17.514719;Private;Healthcare;Data analysis for clients, Database licensing, Custom Development and Strategic Consulting;Business to Business;;SocialEffort's mission is to enable charities, non profits, and businesses to seamlessly integrate volunteering into people's lifestyles.;SocialEffort's mission is to enable charities, non profits, and businesses to seamlessly integrate volunteering into people's lifestyles.;NA;;;[];;11:45.1
socialeffort-inc;SocialEffort Inc;http://socialeffort.co/;2013;;NY;us;10013;01-10;5.5;1.5;5;97.79;19.05;0.93;19.558169;Private;Lifestyle & Consumer;Data analysis for clients, Database licensing, Subscriptions;Business to Consumer;;Socrata is focused on democratizing access to government data. Its solutions help government leaders improve transparency, modernize citizen access to information and bring facts into every decision, with unprecedented speed and cost savings. Delivered as turnkey cloud services, Socrata’s data consumerization products unlock data in enterprise data silos and transform it into useful information that everyone can easily access, visualize, share and reuse.;Socrata's mission is to connect people to the government data they need and want.;101+;;;[];Socrata is the first and only venture-backed software-as-a-service company in history to focus exclusively on enabling governments to open and consumerize their vast troves of untapped data in legacy database silos.  On June 26, 2013, Socrata announced that it had closed an $18 million Series B round of financing led by OpenView Venture Partners, with participation from existing investors Morgenthaler Ventures and Frazier Technology Partners.;27:15.1
socrata;Socrata;www.socrata.com;2007;Seattle;WA;us;98104;51-200;125.5;24.8;167;2179.57;12.55;0.62;13.051333;Private;Data/Technology;Data analysis for clients, Database licensing, Subscriptions;Business to Consumer;;Solar Census is a Bay Area-based software company that is building the first commercial-grade online shade tool for the solar industry. The fully automated tool draws from 3D spatial databases and runs patented algorithms to model the shading effects on a particular roof on a 24/7/365 basis to determine exact solar access values for each foot. Solar installers, financiers, and government agencies can use this software to analyze a roof and determine the optimal system design in minutes.;Solar Census is software company that is building the first commercial-grade online shade tool for the solar industry.;NA;;;[];;57:20.3
solar-census;Solar Census;http://www.solarcensus.com;2006;;CA;us;;01-10;5.5;1.5;4;62.76;15.55;0.55;15.688928;Private;Energy;;Business to Business;;SolarList helps people go solar. We provide homeowners across the US with a third-party assessment of their solar economic potential with our mobile (https://app.solarlist.com/) and web apps ;;;;;;;
solarlist;SolarList;solarlist.com;2013;Brooklyn;NY;us;11201;01-10;5.5;1.5;6;92.16;15.55;0.55;15.360812;Private;Energy;Lead generation to other businesses;;;Sophic Systems Alliance Inc. is a life science software and services integrator. We provide a broad range of software and services to research scientists and MD’s in government, commercial and medical sectors. ;;;;;;;
sophic-systems-alliance;Sophic Systems Alliance;http://www.sophicalliance.com;1993;East Falmouth;MA;us;2536;01-10;5.5;1.5;6;141.19;24.86;4.42;23.53146;Private;Scientific Research;Not reported by company;Business to Business, Business to Government, academia + nonprofit;;S&P Capital IQ is the combination of offerings previously provided by Capital IQ, elements of S&P including Global Credit Portal and MarketScope Advisor, enterprise solutions such as S&P Securities Evaluations and Compustat, research offerings including Leveraged Commentary & Data, Global Markets Intelligence, and company and fund research. ;S&P Capital IQ serves global financial clients by providing enterprise solutions and research offerings.;NA;Economics, Finance;;[];;04:05.0
sp-capital-iq;S&P Capital IQ;https://www.capitaliq.com;2010;New York;NY;us;10041;5,001-10,000;7500.5;833.2;7018;124165.51;16.49;2.09;17.692435;Private;Finance & Investment;Not provided by company;Business to Business;;The SpaceCurve real-time platform is for organizations that want to quickly transform big data into value. SpaceCurve ingests, fuses and analyzes Internet of Things, Industrial Internet, spatial, sensor, weather, social media, historical and other data to deliver immediately actionable intelligence at petabyte scales. The SpaceCurve platform combines multiple layers of spatial, temporal, sensor, social media and other large streaming and historical data sets to build real-time models of reality. ;;;;;;;
spacecurve;SpaceCurve;www.spacecurve.com;2009;Seattle;WA;us;98104;11-50;30.5;6.5;24;287.51;12.55;0.62;11.979383;Private;Data/Technology;not reported by company;Business to Business, Business to Government;;SpeSo Health is an online platform that connects the 30 million patients with rare and orphan diseases with the care providers who are experts for those complex, high-cost conditions.;;;;;;;
speso-health;SpeSo Health;http://www.spesohealth.com/;2013;Philadelphia;PA;us;19103;01-10;5.5;1.5;6;116.54;19.05;0.93;19.423446;Private;Healthcare;Not reported by company;Business to Consumer;;Spikes Cavell delivers data, analytics and business intelligence solutions to the public sector. We equip government leaders, and the citizens they serve, with the actionable business intelligence essential, online tools and analytical insight they need to achieve operational efficiency -  find savings, become more transparent and benchmark procurement performance.;;;;;;;
spikes-cavell-analytic-inc;Spikes Cavell Analytic Inc;http://www.spikescavell.com/;2003;Herndon;VA;us;20170;11-50;30.5;6.5;31;381.49;12.55;0.62;12.306268;Private;Data/Technology;Data analysis for clients, Database licensing;Business to Government;;Splunk Inc. provides a leading software platform for real-time Operational Intelligence. Splunk® software and cloud services enable organizations to search, monitor, analyze and visualize machine-generated big data coming from websites, applications, servers, networks, sensors and mobile devices. Enterprises, government agencies, universities and service providers in over 90 countries use Splunk software to deepen business and customer understanding, mitigate cybersecurity risk, prevent fraud, improve service performance and reduce cost. Splunk products include Splunk® Enterprise, Splunk Cloud™, Splunk Storm®, Hunk™: Splunk Analytics for Hadoop and premium Splunk Apps.;Splunk indexes and makes searchable data from any app, server or network device in real time including logs, configuration files, messages, alerts, scripts and metrics.;101+;;;[];;05:22.9
splunk;Splunk;http://www.splunk.com/;2003;San Francisco;CA;us;94107;501-1,000;750.5;83.2;632;8191.65;12.55;0.62;12.961469;Public;Data/Technology;Software licensing;;;As a people search platform, Spokeo enables friends and family to reconnect, browsing of celebrity profiles, and discovery of information about your own digital footprint, by simply searching a name, home address, phone, email or username. Spokeo can also be used as a research tool for small businesses and non-profit companies. Spokeo’s people search platform uses proprietary technology to organize information into comprehensive yet easy-to-understand online profiles. Spokeo curates data from various sources including public data and data accessed through third party vendors.;Spokeo is a people search website that aggregates data from many online and offline sources.;NA;;;[];;03:23.4
spokeo;Spokeo;http://www.spokeo.com/;2006;Pasadena;CA;us;91105;51-200;125.5;24.8;105;2084.16;19.05;0.93;19.849144;Private;Lifestyle & Consumer;Not reported by company;Business to Consumer;;SpotCrime is a crime mapping website in the US with over half a million subscribers to our alerts. We're a public-facing crime map and alert service that is also an advocate for open, equal, and fair access to public crime data.;SpotCrime is a public facing crime mapping and alert website that utilizes open crime data to inform residents of crime in their area.;101+;;;[];;04:31.1
spotcrime;SpotCrime;www.spotcrime.com;2007;Baltimore;MD;us;21202;11-50;30.5;6.5;19;667.7;35.77;4.34;35.142351;Private;Governance;Advertising;Business to Consumer, nonprofit;;SpotHero provides parking at over 100 locations in the Chicago area and is expanding to other cities around the U.S. SpotHero is on a mission to bring our exceptional service and incredible deals to cities across the United States. One at a time, we'll be adding cities around the country.;SpotHero provides parking at over 100 locations in the Chicago area and is expanding to other cities around the U.S.;NA;;;[];;05:13.2
spotherocom;SpotHero.com;http://spothero.com/;2010;Chicago;IL;us;60654;01-10;5.5;1.5;3;55.85;19.05;0.93;18.617212;Private;Transportation;Not reported by company;Business to Consumer;;At Standard & Poor’s, our aim is to be the leading provider of global credit benchmarks and research across industries, asset classes, and geographies that investors, businesses, and markets use to foster economic development and growth around the world.;S&P is a leading provider of global credit benchmarks and research across industries, asset classes, and geographies.;NA;;;[];;49:30.2
standard-and-poors;Standard and Poor's;http://www.standardandpoors.com/en_US/web/guest/home;1860;;NY;us;;10,001+;22500.5;4166.5;21600;307657.27;16.49;2.09;14.243392;Public;Finance & Investment;Not reported by company;;;State Farm is a family of insurance and financial services companies that together serve tens of millions of customers in the U.S. and Canada. It is one of the major insurers of cars, homes and watercraft in the United States.;State Farm is a group of insurance and financial services companies in the United States.;NA;;;[];;49:43.1
state-farm-insurance;State Farm Insurance;http://www.statefarm.com/;1922;Bloomington;IL;us;61710;10,001+;22500.5;4166.5;19913;380929.02;16.49;2.09;19.129665;Private;Insurance;Not reported by company;;;Sterling Infosystems is dedicated to helping companies make fast and well‐informed hiring decisions by delivering comprehensive, accurate, and cost‐effective background screening and drug testing services with a combination of world‐class technology and personnel. Sterling’s services and solutions enable clients to streamline and improve screening processes, resulting in a better candidate experience.;Sterling helps companies make fast and well‐informed hiring decisions by delivering comprehensive, accurate, and cost‐effective background screening and drug testing services.;101+;;;[];;46:33.0
sterling-infosystems;Sterling Infosystems;http://www.sterlinginfosystems.com/;1976;New York;NY;us;10004;11-50;30.5;6.5;18;646.51;35.77;4.34;35.917036;Private;Business & Legal Services;Not reported by company;;;Steven Worldwide Van Lines is a major moving and storage company. It provides a full range of moving and storage services from Long Distance to Local Moving to Container Moving.;Stevens Worldwide Van Lines is a moving and storage company – providing personal/household moving, business moving, and international moving.;NA;;;[];;57:34.4
stevens-worldwide-van-lines;Stevens Worldwide Van Lines;http://www.stevensworldwide.com/;1905;Wyckoff;NJ;us;7481;201-500;350.5;49.8;370;6997.25;19.05;0.93;18.911481;Private;Transportation;Not reported by company;Business to Business;;Stillwater's vision is to unleash the vast power contained within the raw data a modern organization, public and private, generates. For governmental data our goal is to create value for business and citizenry by improving competitive advantages at state, federal, and international commercial activities. For commercial data, our goal is to create value by continuous prediction and optimization to maximize profit.;Stillwater is providing better, faster, and cheaper methods to transform raw data into operational benefit, through characterization, prediction, and optimization.;01-10;;;[];Stillwater Supercomputing differentation is founded on a patent portfolio surrounding the Stillwater Knowledge Processing Unit. The Stillwater KPU is a semiconductor innovation that makes it possible to embed intelligence into virtually any device. To date, $1.5M has been invested by the principals of the company. The technology is developed primarily through  customer project engagements.;57:42.7
stillwater-supercomputing-inc;STILLWATER SUPERCOMPUTING INC;http://www.stillwater-sc.com;2007;El Dorado Hills;CA;us;95762;11-50;30.5;6.5;40;852.97;24.86;4.42;21.324356;Private;Research & Consulting;Consulting, Data analysis for clients, Database licensing, Software licensing;Business to Business;;<p>StockSmart makes smart products with technology that high-grades and auto-combines information sets, including XBRL. StockSmart is a Mobile First company, launching a Family of Finance Apps, all designed to bring the highest-quality information to the consumer web, at a retail price point, massively democratizing the access.</p>;;;;;;;
stocksmart;StockSmart;http://www.stocksmart.com;2012;Boston;MA;us;2142;11-50;30.5;6.5;44;827.25;16.49;2.09;18.80115;Private;Finance & Investment;Subscriptions, User fees for web or mobile access;Business to Consumer;;Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events.;Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events.;NA;;;[];;57:51.3
stormpulse;Stormpulse;http://stormpulse.com/;2004;Austin;TX;us;78759;01-10;5.5;1.5;5;63.26;12.55;0.62;12.651931;Private;Environment & Weather;Not reported by company;Business to Business;;StreamLink Software strives to provide high-value, affordable software solutions, designed to help nonprofit and public sector entities maintain compliance, generate revenue and build capacity.;StreamLink Software offers SaaS grant and board management platforms that bridge disparate systems and processes creating dynamic ecosystems that drive performance and ensure compliance.;01-10;;;[];;56:36.1
streamlink-software;StreamLink Software;http://www.streamlinksoftware.com/;2008;Cleveland;OH;us;44115;11-50;30.5;6.5;37;471.19;12.55;0.62;12.734843;Private;Data/Technology;Software licensing;Business to Government, nonprofit;;There are billions of dollars in backlogged arrest warrants for everything from speeding tickets to murder in each of the 50 states. StreetCred's mission is to make police agencies more capable of safely and objectively enforcing and serving these warrants, gaining compliance with court ordered fines or fees in traffic cases, and leading to the arrest and removal from the community in case of more serious crime.;;;;;;;
streetcred-software-inc;StreetCred Software, Inc;streetcredsoftware.com;2012;Southlake;TX;us;76092;11-50;30.5;6.5;40;1600.59;35.77;4.34;40.014705;Private;Governance;Software licensing, Subscriptions;Business to Government;;StreetEasy provides consumers and real estate professionals a transparent and complete view of the NYC residential real estate market.;StreetEasy provides consumers and real estate professionals a transparent and complete view of the NYC residential real estate market.;NA;;;[];;07:35.2
streeteasy;StreetEasy;http://streeteasy.com/;2005;;NY;us;;11-50;30.5;6.5;22;403.34;19.05;0.93;18.333788;Private;Housing/Real Estate;Not provided by company;Business to Consumer;;Suddath is a single-source provider for warehousing, household goods moving, facility moving and corporate relocation needs. We offer do-it-yourself options to full-service moving and storage services both domestically and internationally. Our services include: residential moving, corporate employee moving, office and industrial moving, warehousing and logistics, and portable storage containers. ;;;;;;;
suddath;Suddath;http://www.suddath.com/;1919;Wayne;NJ;us;7470;1,001-5,000;3000.5;666.5;3177;58739.57;19.05;0.93;18.489004;Private;Transportation;Not reported by company;;;Symcat is on a mission to empower consumers to take control of their healthcare. Symcat's consumer vocabulary and data-driven algorithms help ordinary people cut through the complexity to make better decisions. Through a TurboTax-like interface on web or mobile, users research potential diagnoses, learn about treatments they are considering, and find appropriate care.;Symcat uses a broad array of medical data to allow users to intelligently check their symptoms against potential diagnoses and plan medical care if necessary.;NA;;;[];Symcat has won over $100,000 from the Robert Wood Johnson Foundation and health plan Cigna as well as received funding from experienced healthcare investors. Going forward, Symcat plans to partner with health networks and insurers to generate revenue.;08:01.3
symcat;Symcat;http://www.symcat.com/;2011;Baltimore;MD;us;21224;01-10;5.5;1.5;8;147.18;19.05;0.93;18.397047;Private;Healthcare;Philanthropic grants;Business to Consumer;;Synthicity helps plan cities for the future in a 'Sim City' like way. Its technology platform allows city staff and urban planners to simulate building permits and transportation plans of the future, helping to make more informed decisions about urban development today.;Synthicity builds easy-to-use tools and provides custom solutions to help answer difficult urban development questions.;NA;;;[];We have only internal investment at this point.  Most clients to date are regional planning organizations who generate 30 year forecasts of land consumption, infrastructure demand, and outcomes like GHG emissions.  We are in the process of creating products that communicate development potential to city planners, consultants, and private developers.;42:18.2
synthicity;Synthicity;http://www.synthicity.com/;2012;Berkely;CA;us;94704;01-10;5.5;1.5;4;80.33;19.05;0.93;20.083089;Private;Housing/Real Estate;Data analysis for clients, Database licensing;Business to Business, Business to Government;;Tableau Software produces a family of interactive data visualization products. Tableau makes it easy for people to rapidly transform data into smart business analytics through its 'rapid-fire business intelligence' software. Working with data of any size, format and subject, Tableau simplifies the way data is explored and communicated. The software enables users to shift fluidly between interactive views, graphs and reports, following a natural train of thought.;Tableau Software produces a family of interactive data visualization products focused on business intelligence.;101+;;;[];;06:16.4
tableau-software;Tableau Software;http://www.tableausoftware.com/;2003;Seattle;WA;us;98103;1,001-5,000;3000.5;666.5;2693;35227.76;12.55;0.62;13.081234;Public;Data/Technology;Not reported by company;;;TagniFi's mission is to build the best financial datasets for leading investment, research and content organizations using technologies that deliver the highest quality data with immediate availability.;TagniFi is buidling a financial database for leading investment, research and content organizations using a collection process resulting in more timely, cleaner and consistent data.;NA;;;[];Self-funded.;58:04.0
tagnifi;TagniFi;tagnifi.com;2012;Tampa;FL;us;33602;01-10;5.5;1.5;6;104.13;16.49;2.09;17.355162;Private;Finance & Investment;Database licensing;Business to Business;;Telenav's mission is to help make people’s lives easier, less stressful, more fun, and more productive when they are on the go. Our personalized navigation services help people make faster and smarter daily decisions about where to go, when to leave, how to get there, and what to do when they arrive. We have approximately 34 million subscribers worldwide — connecting with us from mobile phones, tablets, computers, cars and developer applications.;Telenav's navigation services help people make decisions about where to go, when to leave, how to get there, and what to do when they arrive.;NA;;;[];;48:52.1
telenav;Telenav;http://www.telenav.com/;1999;Sunnyvale;CA;us;94085;501-1,000;750.5;83.2;790;12269.2;24.86;4.42;15.530634;Public;Geospatial/Mapping;Not reported by company;;;Tendril enables utilities companies to drive customer engagement via a rich and tailored experience for the home energy consumer. Energy and service providers rely on Tendril’s customizable software solutions to engage consumers to meet efficiency goals and improve customer service operations. All solutions are powered by Tendril Connect, an open, cloud-based, secure and scalable platform that seamlessly supports numerous other utility-grade applications.;Tendril enables utilities companies to drive customer engagement via a rich and tailored experience for the home energy consumer.;NA;;;[];;58:11.4
tendril;Tendril;http://www.tendrilinc.com/;2004;Boulder;CO;us;80301;51-200;125.5;24.8;136;2184.01;15.55;0.55;16.058902;Private;Energy;Not reported by company;Business to Business;;The Advisory Board Company is a global research, technology, and consulting firm. We are a performance improvement partner for 165,000+ leaders in 4,100+ organizations across health care and higher education.;The Advisory Board Company is a global research, technology, and consulting firm advising organizations across health care and higher education.;NA;;;[];;28:09.5
the-advisory-board-company;The Advisory Board Company;http://www.advisory.com/;1979;;DC;us;;1,001-5,000;3000.5;666.5;3175;87302.97;24.86;4.42;27.496998;Public;Research & Consulting;Not reported by company;;;The Bridgespan Group is a nonprofit advisor and resource for mission-driven organizations and philanthropists. We collaborate with social sector leaders to help scale impact, build leadership, advance philanthropic effectiveness and accelerate learning. We work on issues related to society’s most important challenges and breaking cycles of intergenerational poverty. Our services include strategy consulting, leadership development, philanthropy advising, and developing and sharing practical insights.;The Bridgespan Group is a nonprofit advisor and resource for mission-driven organizations and philanthropists.;101+;;;[];;28:16.0
the-bridgespan-group;The Bridgespan Group;http://www.bridgespan.org/;1973;Boston;MA;us;2116;51-200;125.5;24.8;130;3101.89;24.86;4.42;23.86072;Private;Research & Consulting;;Business to Government, nonprofit;;"The DocGraph Journal is an Open Source healthcare data journal. We take public data sets and merge them with data that we obtain through FOIA requests, or crowdsource. We target ""uncomfortable"" data that enables us to create true accountability and transparency in healthcare.";DocGraph is a data set comprised of fifty million connections that shows how healthcare providers team to provide care.;NA;;;[];So far, we have raised almost $60k in the crowd-funding of new data sets. We have released the most accurate map of the healthcare system in existence with 50 million data points. We are now releasing another 30 million on prescribing patterns.;07:19.7
the-docgraph-journal;The DocGraph Journal;http://docgraph.org/;2013;Houston;TX;us;77004;01-10;5.5;1.5;5;96.4;19.05;0.93;19.279374;Private;Healthcare;Database licensing;Business to Consumer;;The Schork Report is a daily subscription research note providing comprehensive technical and fundamental daily views of the energy cash and financial markets. Published since 2005, The Schork Report is geared towards professionals in the global energy arena looking to improve economic performance while managing risk.;The Schork Report is a daily subscription research note providing comprehensive technical and fundamental daily views of the energy cash and financial markets.;NA;;;[];Mr. Schork guides research and analysis activities and oversees the development of proprietary mathematical models designed to identify pricing inefficiencies.  Mr. Schork is also active on a consultative level with subscribers, offering unparalleled direct access and personalized counsel.;
the-schork-report;The Schork Report;schorkreport.com;2005;Villanova;PA;us;19085;01-10;5.5;1.5;3;45.29;15.55;0.55;15.096694;Private;Energy;Subscriptions;Business to Business;;Vanguard is a client-owned investment company that aims to reduce cost and complexity for all investors. Vanguard's fund options include approximately 240 stock, bond, mixed, and international offerings, as well as variable annuity portfolios. Its Vanguard 500 Index Fund is one of the largest in the US.;Vanguard is an investment company that, uniquely, is owned by its clients.;101+;;;[];;15:09.6
the-vanguard-group;The Vanguard Group;http://www.vanguard.com/;1975;Valley Forge;PA;us;19482;10,001+;22500.5;4166.5;25551;479277.28;16.49;2.09;18.757672;Private;Finance & Investment;Not reported by company;;;Think Computer Corporation's PlainSite is a website that allows the general public to access a free, comprehensive, interlinked database spanning the vast American legal system. It includes data relevant to all three branches of government: executive, legislative and judicial. The website allows users to access court case dockets and documents, look up corporate profiles, investigate intellectual property assignments, research and annotate federal and state laws, learn about political donations, and view profiles for judges, lawyers and law firms, among other features. In addition, PlainSite offers a set of premium features for legal professionals and pro se litigants (who receive a steep discount) that offer an additional level of insight and analysis.;Think Computer Corporation creates web-based software that makes business more efficient, effective, and secure.;NA;;;[];Think Computer Corporation has no outside investment. PlainSite is run as a joint-venture with Think Computer Foundation, a 501(c)3 non-profit organization. We hope for annual revenues of $100K for next year.;07:56.4
think-computer-corporation;Think Computer Corporation;thinkcomputer.com;1998;Mountain View;CA;us;94041;01-10;5.5;1.5;5;177.06;35.77;4.34;35.411503;Private;Business & Legal Services;Data analysis for clients, Database licensing, Subscriptions;Business to Business;;Thinknum is a web platform for financial analysis. Using Thinknum, an investor can view the analysis that others have done to value a company of interest and modify their work to suit his/her needs. We are eliminating the mundane work that investing analysts perform everyday.;Thinknum is a web platform for financial analysis.;101+;;;[];;10:12.3
thinknum;Thinknum;http://www.thinknum.com/;2013;New York;NY;us;10036;01-10;5.5;1.5;4;59.59;16.49;2.09;14.897263;Private;Finance & Investment;Software licensing, Subscriptions;Business to Consumer;;ThomsonReuters is a leading source of information for businesses and professionals, providing customers with competitive advantage. We deliver intelligent information - a synthesis of human intelligence, industry expertise and innovative technology - that provides decision-makers with the knowledge to act, enabling them to make better decisions faster. We provide intelligent information to the financial and risk, legal, tax and accounting, intellectual property and science and media markets.;Thomson Reuters Corporation is a multinational media and information firm based in New York City.;101+;;;[];;22:24.1
thomson-reuters;Thomson Reuters;http://thomsonreuters.com/;2008;New York;NY;us;10036;10,001+;22500.5;4166.5;23612;748189.41;35.77;4.34;31.686829;Public;Business & Legal Services;Not reported by company;;;TopCoder is a company that administers computer programming contests. CloudSpokes is a crowdsourcing development community and marketplace matching companies that need cloud development work with experts. In 2013, CloudSpokes' parent company Appirio combined the two into one developer community.;;;;;;;
